status,arm,epochs,global_best_epoch,val_rmse,val_mae,val_r2,saved_state_epoch,saved_state_val_rmse,test_rmse,test_mae,test_r2
invalidated_checkpoint_selection,baseline_finetune,100,85,0.7172913054429237,0.53715980052948,0.652866407220057,97,0.7306379642429558,0.7591885137572413,0.5725482702255249,0.5225717210333527
invalidated_checkpoint_selection,multiscale_finetune,100,58,0.8299819352010996,0.6249716877937317,0.5352249659383179,97,0.8399977431948181,0.8022814584414624,0.624394416809082,0.466834053412125
